#SampleID,physical_specimen_remaining,qiita_study_id,env_biome,env_feature,sample_type,longitude,latitude,description
755.SSFA.L2.D20.31.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
14937.S00IE0370,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 209/210 90
11116.A05A082.1195580,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L07A118
1740.SH31SED.EMP.Thomas.sponges.16S.L007,TRUE,1740,marine biome,reef,soil,-80.0894,26.1673,Soil sample from sampling site
14989.soil.ctrlCMU.17.01.2017.01.day13,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrlCMU.17.01.2017.01.day13
10141.NTC.plate1,TRUE,10141,urban biome,research facility,control,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10363.AC39,FALSE,10363,coniferous forest biome,rhizosphere,rhizome,-105.206104,40.631114,"Symphyotrichum ericoides non HA, Cloudy Pass (non-seleniferous)"
2105.CP683.r,TRUE,2105,urban biome,park,soil,-73.95687,40.79474,CP683 soil sample from Central Park
11116.C03A63.1194639,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample I02A080
11116.A08D118.1195670,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I29A076
864.13.CON.addV.noW.Leg.lane2.NoIndex,TRUE,864,montane grassland biome,steppe soil,soil,100.772,51.024,"block thirteen-taken under a LEGUME-control,vegetation, n grazing, n watering (warming nt taken b/c too early in the season) 13.CON.addV.noW.Leg"
14989.soil.ctrl.CMU.16.09.2016.08.09.day15,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrl.CMU.16.09.2016.08.09.day15
13114.myrold.59.s004,TRUE,13114,cropland biome,cropland,soil,-123.18977,44.63881,soil sample 9.Myrold59.soil.4.NRCS0066
928.MEW108,FALSE,928,forest biome,forest soil,soil,-105.4794347,40.02117215,soil sample MEW108
10141.D.soil.T1.4.ReDay30,TRUE,10141,temperate desert biome,desert sand,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
13064.PTL31SO,FALSE,13064,temperate woodland biome,rhizosphere,soil,138.675467,34.681778,soil
1609.mass.20kg.0.2,FALSE,1609,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.20kg.0.2
11116.I31A118.1196970,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L13A083
14989.soil.ctrl.CMU.17.12.2017.10.10.day1,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrl.CMU.17.12.2017.10.10.day1
1792.I10A094,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.50188,42.44396,I10A094 from site M162W
1717.6IF.improved.leguminous,TRUE,1717,cropland biome,agricultural feature,Soil,34.521,0.1146,Improved fallow farm that grows fast growing leguminous species during the short rains
1030.TVF.Control.Loc2.D10.Rep4,TRUE,1030,forest biome,forest soil,soil,-145.8,64.33,Tanana Valley Forest Control Mineral layer Location02 Replicate04
1530.NC.2004.B2.D2.3,FALSE,1530,permafrost biome,forest soil,soil,-146.592,65.367,Nome Creek Fire year 2004  B2 Depth 10-20cm
14989.soil.face.UTK.K016.04.2016.10.03.day8,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.04.2016.10.03.day8
1526.HCanyon6R1,TRUE,1526,Large river biome,dam,soil,-110.677,37.55,GlenCanyon_hc5r1
755.SSFA.L2.D50.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
11116.A30B073.1196352,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A31C076
1035.UQ855,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,163.887,-78.072,antarctic sand
10145.7th.2C,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.15,51.64,7th-2C sample mid tide
755.SSFB.L3.D5.07.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
1521.NTP8.s.6.1.sequences,FALSE,1521,grassland biome,grassland soil,soil,-96.18,40.26,soil sample NTP8
11116.A04B070.1196685,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L07A079
990.KA3F.C.23,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840718,Block_3_Fertilized_station_C_position_23 KA3F.C.23
14989.soil.face.UTK.K016.01.2016.04.06.day2,FALSE,14989,dense settlement biome,research facility,soil,-83.939774,35.940959,11271.soil.face.UTK.K016.01.2016.04.06.day2
13114.stegen.38.s014,TRUE,13114,subpolar coniferous forest biome,stratum,soil,-147.4852923,65.16148295,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost"
2105.CP643,TRUE,2105,urban biome,park,soil,-73.95631,40.79646,CP643 soil sample from Central Park
10142.011.3.10.2013.Soil.RHip.SiteB,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.3.10.2013.Soil.RHip.SiteB
1642.MS00252,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil Nipponbare MS00252
928.MD2,FALSE,928,desert biome,dry soil,soil,-115.6,34.9,soil sample MD2
1517.EB013,FALSE,1517,ENVO:terrestrial biome,ENVO:soil,soil,-105.2705,40.1,"Lichen, surface sterilized Umbilicaria phaea - Rock 1)"
10141.D.ab.swab.T1.5,TRUE,10141,urban biome,animal-associated habitat,abdominal swab,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
2223.338R.BC0007,FALSE,2223,temperate coniferous forest biome,forest soil,soil,105.391,40.039,01_2011_not_burned_1
14989.soil.hip.UTK.K016.05.2016.10.12.day17,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.05.2016.10.12.day17
11116.A24C097.1194912,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L09A089
11176.1x.090715.174.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-79.77,34.18,rhizome 1x.090715.174.1
14989.soil.face.UTK.K016.04.2016.09.29.day4,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.04.2016.09.29.day4
14989.soil.hip.CMU.16.12.2016.11.day.day21,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.hip.CMU.16.12.2016.11.day.day21
2104.CP64.r,FALSE,2104,urban biome,park,soil,-73.97907,40.77163,soil
2104.CP243,FALSE,2104,urban biome,park,soil,-73.96555,40.77711,soil
1030.TVF.2004.Loc5.D0.Rep3,TRUE,1030,forest biome,forest soil,soil,-145.64,64.35,Tanana Valley Forest Fire year 2004 Organic layer Location05 Replicate03
14937.S00IE0005,FALSE,14937,urban biome,farmland soil,soil,-90.68664,38.8477,soil sample D5 1/2 120
2378.summer.corpse.30.3,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,summer.corpse.30.3
846.Fagna24102011Soil12B3,FALSE,846,cropland biome,agricultural soil,soil,11.342,43.984,Soil from maize field tilled by ripper subsoiling (max depth 40cm)
11116.A15B073.1193643,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I22A086
11116.I23A078.1197202,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A32C064
14989.soil.face.SHSU2016.067.2016.09.18.day3,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU2016.067.2016.09.18.day3
15230.SorghumSgS32,FALSE,15230,cropland biome,farm,rhizosphere,-27.39629,-27.0454,soil sample SgS32
11116.I21A099.1194323,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L32A094
2104.CP221.r,FALSE,2104,urban biome,park,soil,-73.96507,40.77975,soil
755.SSFB.L1.3.D5.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.203,55.905,samples of sand from slow_sand filter water purification system
11116.A23A118.1196382,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A23A118
2105.CP475.r,TRUE,2105,urban biome,park,soil,-73.96443,40.7886,CP475 soil sample from Central Park
14989.soil.ctrl.SHSU.2016.011.2016.04.19.day5,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.ctrl.SHSU.2016.011.2016.04.19.day5
619.HI.20.58e.2,FALSE,619,tropical broadleaf forest biome,forest soil,soil,-155.289,19.93042,soil core
619.UT.15.55a.1,FALSE,619,temperate grassland biome,grassland,soil,-112.4557424,40.17620563,soil core
2105.CP17.r,TRUE,2105,urban biome,park,soil,-73.97306,40.7659,CP17 soil sample from Central Park
1721.S3T,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample S3T
11116.L04A100.1195767,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L08A070
103.LQ2,FALSE,103,tropical broadleaf forest biome,tropical soil,soil,-65.83333333,18.3,soil metagenome
14937.S00IE0294,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 141/142 15
1792.L16A096,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.47994,42.48424,L16A096 from site CML103
10142.009.4.5.2013.Soil.LHip.SiteC,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,009.4.5.2013.Soil.LHip.SiteC
2104.CP336,FALSE,2104,urban biome,park,soil,-73.96822,40.77267,soil
14989.soil.hip.CMU.17.12.2017.10.17.day8,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.hip.CMU.17.12.2017.10.17.day8
397.41,FALSE,397,ENVO:Tropical humid forests,ENVO:watershed,soil,-83.616667,8.71667,"Costa Rican soil,  50% rainfall exclusion plot, sampled 10_08, rep 2"
14937.S00IE0014,FALSE,14937,urban biome,farmland soil,soil,-90.68664,38.8477,soil sample D5 133/134 30
11116.L31A076.1198283,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I09A081
1024.SH007.C6.RH.4.319.leav.9.11.Gilbert.Merlot.miseq.S0.L001.001,TRUE,1024,cropland biome,vineyard,leaves,-72.52862,41.015,Leaves
10142.SoilControl.3.21.2013.Soil.ctrl.ctrlB,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,SoilControl.3.21.2013.Soil.ctrl.ctrlB
755.SSFA.L3.D40.31.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
11116.I32A095.1198255,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A03A079
2378.mass.20kg.4.1,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.20kg.4.1
808.UT.15.42.s.4.1.sequences,FALSE,808,temperate grassland biome,basin,soil,-112.455,40.177,soil core NEON UT
11116.L06A073.1195796,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L13A101
11116.I14A066.1196071,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I11A081
2104.CP77,FALSE,2104,urban biome,park,soil,-73.97105,40.769,soil
14871.NGS21.005,FALSE,14871,alpine tundra biome,proglacial,soil,13.06082552,47.78886403,Soil
11116.I16A100.1193985,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A13C070
12201.soil.rhizosphere.slurry.K.2.microbiome20.H,TRUE,12201,urban biome,plant-associated habitat,soil,-117.25,32.5,rhizosphere soil
2024.birth.MNIH81NP.BFF108.BM,FALSE,2024,dense settlement biome,hospital,breast milk,32.75,2.75,breast milk sample birth.MNIH81NP.BFF108.BM
15067.L.22.3.34452542,TRUE,15067,forest biome,tropical soil,soil,-65.7591587,18.26899393,Pico del Este
1579.WM.2.15,TRUE,1579,tropical shrubland biome,volcano,soil,-155.774,20.122,soil elevation 1104m
14989.soil.ctrl.CMU.16.10.2016.08.07.day2,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrl.CMU.16.10.2016.08.07.day2
1618.AL.Exp.S8bD14,FALSE,1618,temperate mixed forest biome,forest soil,soil,-79.1844,38.5098,Lab Soil
11176.3x.072115.102.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-96.48,41.22,rhizome 3x.072115.102.1
755.SSFB.L1.D1.12.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.203,55.905,samples of sand from slow_sand filter water purification system
14871.NGS21.020,FALSE,14871,alpine tundra biome,proglacial,soil,13.06082552,47.78886403,Soil
1642.MS00059,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil W1514 MS00059
755.SSFB.L3.D40.20.09.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
1747.DZF.6132012.TJ.planter.soil,FALSE,1747,urban biome,animal-associated habitat,Soil (non-saline),-104.98,39.74,Tujah planter soil
1642.MS00433,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere W1514 MS00433
990.KA1U.B.22,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841519,Block_1_Unfertilized_station_B_position_22 KA1U.B.22
1035.UQ521,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,163.836,-78.093,antarctic sand
14871.NGS19.244,FALSE,14871,alpine tundra biome,proglacial,soil,12.63919919,47.12151773,Soil metagenome
2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,roots,-72.4503,41.06273,Roots
10561.BB2.s.6.1.sequences,FALSE,10561,temperate broadleaf forest biome,forest soil,soil,-68.1,44.86666667,soil BB2
1035.UQ578,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,164.181,-78.11,antarctic sand
11116.L08A104.1195793,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I07A101
11116.C26A66.1198179,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample A13D118
990.KA1U.B.05,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841519,Block_1_Unfertilized_station_B_position_5 KA1U.B.05
2104.CP133,FALSE,2104,urban biome,park,soil,-73.96877,40.77073,soil
11116.I14A093.1194977,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I21A065
10156.56.A,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,-75.953537,42.883018,wetland soil sample  56
11116.I29A090.1195973,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A25D094
11519.17A260609.S8.7H,FALSE,11519,temperate grassland,grassland,soil,105.24292,40.04771,entrance
1792.U499A61,TRUE,1792,cropland biome,plant-associated habitat,soil,40.11059,-88.20727,U499A61 from site NC358
1024.SH005.C3.RH.5.175.flw.6.11.G1.L00,TRUE,1024,cropland biome,vineyard,flower,-72.52803,41.01525,Flowers
1715.McG.ND2,TRUE,1715,cropland biome,coffee plantation,soil,-86.236204,13.26267,Nicaragua Soil ND2
11116.A06D064.1195128,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I22A071
1618.AL.Exp.P17D7,FALSE,1618,urban biome,animal-associated habitat,salamander skin,-79.1844,38.5098,Salamanders in Soil
1579.G.4.15,TRUE,1579,tropical shrubland biome,volcano,soil,-155.787,20.105,soil elevation 922m
11432.Bacteria.Plate.G03.Specimen.47.,TRUE,11432,terrestrial,rhizosphere,bacteria isolate,-117.149,32.5228,PBS_Culture
14871.NGS21.040,FALSE,14871,alpine tundra biome,proglacial,soil,13.06082552,47.78886403,Soil
11116.I30A082.1194138,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample U451A61
11176.1x.4.Metcalf.Soil.D8,TRUE,11176,cropland biome,research  facility,soil,-117.25,32.5,soil 1x.4.Metcalf.Soil.D8
11116.I05A093.1195759,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L18A062
10141.F.cecumT3.1,TRUE,10141,urban biome,animal-associated habitat,cecum,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10142.SoilControl.4.25.2013.Soil.ctrl.ctrlA,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,SoilControl.4.25.2013.Soil.ctrl.ctrlA
14989.soil.face.SHSU.2016.065.2016.09.04.day11,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU.2016.065.2016.09.04.day11
1609.winter.corpse.30.3,FALSE,1609,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,winter.corpse.30.3
353.PS.D14.80.Soil.Rep3,FALSE,353,montane shrubland biome,soil,soil,-105.27,40.01,PS day 14 -80C Soil Rep3
2105.CP317,TRUE,2105,urban biome,park,soil,-73.9725,40.77544,CP317 soil sample from Central Park
11176.3x.3.Metcalf.Soil.D8,TRUE,11176,cropland biome,research  facility,soil,-117.25,32.5,soil 3x.3.Metcalf.Soil.D8
10278.extraction.ctrl,FALSE,10278,urban biome,research facility,control extraction,-117.25,32.84,not applicable
1792.C31A62,TRUE,1792,cropland biome,plant-associated habitat,soil,-92.33407,38.95171,C31A62 from site Mo18W
1792.L27A094,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.47994,42.48424,L27A094 from site CML333
353.Male1.D14.20.Fecal.Rep1a,FALSE,353,urban biome,human-associated habitat,feces,-105.27,40.01,Male1 day 14 20C Fecal Rep1
11116.A09B064.1197798,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I28A092
11432.Plate1.D12.ROOT.deltaSRF.,TRUE,11432,terrestrial,rhizosphere,root delta srf,-117.149,32.5228,Swab_Root
2105.CP263,TRUE,2105,urban biome,park,soil,-73.97141,40.77598,CP263 soil sample from Central Park
10278.T4.F9.5,FALSE,10278,flooded grassland biome,fen,peat,-4.294913,53.310738,peat.timepoint4.fen.5cm.Control
1521.NTP36.s.6.1.sequences,FALSE,1521,grassland biome,grassland soil,soil,-96.43,47.05,soil sample NTP36
2104.CP241.r,FALSE,2104,urban biome,park,soil,-73.96446,40.77713,soil
990.KA1F.B.11,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841508,Block_1_Fertilized_station_B_position_11 KA1F.B.11
14989.soil.hip.UTK.K016.10.2017.06.02.day9,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.10.2017.06.02.day9
11116.A03A076.1196649,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I28A071
1035.UQ168,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,163.72,-78.036,antarctic sand
1578.A1.low.06to0.1,TRUE,1578,tundra biome,tundra,soil,-156.417,71.246,polygon center A1.low.06to0.1
11116.A11D094.1196237,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L31A083
10142.009.4.17.2013.Soil.Head.SiteA,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,009.4.17.2013.Soil.Head.SiteA
10141.D.soil.T1.2.ReDay20,TRUE,10141,temperate desert biome,desert sand,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
11116.I11A118.1196696,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L03A086
10142.011.4.29.2013.Soil.Head.SiteA,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.4.29.2013.Soil.Head.SiteA
755.LSSF.GAMMA.D5.26.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with sterile sand: water purification system
14989.soil.ctrl.UTK.K016.04.2016.10.07.day12,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.04.2016.10.07.day12
2024.final.MNIH64O.BFG11C.BM,FALSE,2024,dense settlement biome,hospital,breast milk,32.75,2.75,breast milk sample final.MNIH64O.BFG11C.BM
11116.C19A65.1195513,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample I27A084
990.KA3F.C.22,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840718,Block_3_Fertilized_station_C_position_22 KA3F.C.22
990.KA3U.C.13,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840715,Block_3_Unfertilized_station_C_position_13 KA3U.C.13
